,model,finetuned_dataset,model_name,dataset_name,task_type,batch_size,lr_scheduler_type,learning_rate,gradient_accumulation_steps,num_train_epochs,seed,dataset_path,train_runtime,eval_accuracy,push_to_hub,hub_model_id,push_to_hub_organization,hub_token,peft_method,lora_attention_dimension,lora_alpha,lora_dropout,lora_bias
105,ali2066/finetuned_sentence_itr1_2e-05_all_26_02_2022-04_03_26,tweet_eval/hate,ali2066/finetuned_sentence_itr1_2e-05_all_26_02_2022-04_03_26,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,883.6829152107239,0.762,True,,TransferGraph,,,,,,
106,SetFit/distilbert-base-uncased__hate_speech_offensive__train-16-1,tweet_eval/hate,SetFit/distilbert-base-uncased__hate_speech_offensive__train-16-1,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,864.6679248809814,0.788,True,,TransferGraph,,,,,,
107,abdelkader/distilbert-base-uncased-finetuned-emotion,tweet_eval/hate,abdelkader/distilbert-base-uncased-finetuned-emotion,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,881.4313597679138,0.766,True,,TransferGraph,,,,,,
108,gchhablani/fnet-base-finetuned-sst2,tweet_eval/hate,gchhablani/fnet-base-finetuned-sst2,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1148.7042994499209,0.704,True,,TransferGraph,,,,,,
109,Capreolus/bert-base-msmarco,tweet_eval/hate,Capreolus/bert-base-msmarco,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1173.119225978851,0.784,True,,TransferGraph,,,,,,
110,Splend1dchan/bert-base-uncased-slue-goldtrascription-e3-lr1e-4,tweet_eval/hate,Splend1dchan/bert-base-uncased-slue-goldtrascription-e3-lr1e-4,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1181.153460264206,0.778,True,,TransferGraph,,,,,,
111,yukta10/finetuning-sentiment-model-3000-samples,tweet_eval/hate,yukta10/finetuning-sentiment-model-3000-samples,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,623.8986597061157,0.773,True,,TransferGraph,,,,,,
112,cambridgeltl/guardian_news_distilbert-base-uncased,tweet_eval/hate,cambridgeltl/guardian_news_distilbert-base-uncased,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,620.7217123508453,0.764,True,,TransferGraph,,,,,,
113,marcelcastrobr/sagemaker-distilbert-emotion,tweet_eval/hate,marcelcastrobr/sagemaker-distilbert-emotion,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1471.5609662532806,0.768,True,,TransferGraph,,,,,,
114,SetFit/distilbert-base-uncased__sst2__train-16-0,tweet_eval/hate,SetFit/distilbert-base-uncased__sst2__train-16-0,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1427.833792924881,0.773,True,,TransferGraph,,,,,,
115,moghis/distilbert-base-uncased-finetuned-emotion,tweet_eval/hate,moghis/distilbert-base-uncased-finetuned-emotion,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,718.5098893642426,0.76,True,,TransferGraph,,,,,,
116,gchhablani/fnet-base-finetuned-cola,tweet_eval/hate,gchhablani/fnet-base-finetuned-cola,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,866.2475979328156,0.709,True,,TransferGraph,,,,,,
117,connectivity/cola_6ep_ft-33,tweet_eval/hate,connectivity/cola_6ep_ft-33,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1391.3198227882383,0.778,True,,TransferGraph,,,,,,
118,Jeevesh8/init_bert_ft_qqp-49,tweet_eval/hate,Jeevesh8/init_bert_ft_qqp-49,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1369.7971374988556,0.795,True,,TransferGraph,,,,,,
119,JonatanGk/roberta-base-bne-finetuned-cyberbullying-spanish,tweet_eval/hate,JonatanGk/roberta-base-bne-finetuned-cyberbullying-spanish,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1101.0044040679932,0.682,True,,TransferGraph,,,,,,
120,uygarkurt/distilbert-base-uncased-finetuned-emotion,tweet_eval/hate,uygarkurt/distilbert-base-uncased-finetuned-emotion,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,901.6768889427184,0.776,True,,TransferGraph,,,,,,
121,phailyoor/distilbert-base-uncased-finetuned-yahd,tweet_eval/hate,phailyoor/distilbert-base-uncased-finetuned-yahd,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,877.5561130046844,0.746,True,,TransferGraph,,,,,,
122,ncduy/roberta-imdb-sentiment-analysis,tweet_eval/hate,ncduy/roberta-imdb-sentiment-analysis,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1188.3096952438354,0.808,True,,TransferGraph,,,,,,
123,arianpasquali/distilbert-base-multilingual-cased-toxicity,tweet_eval/hate,arianpasquali/distilbert-base-multilingual-cased-toxicity,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,908.0700602531432,0.73,True,,TransferGraph,,,,,,
124,SetFit/distilbert-base-uncased__sst2__train-32-9,tweet_eval/hate,SetFit/distilbert-base-uncased__sst2__train-32-9,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,619.527464389801,0.77,True,,TransferGraph,,,,,,
125,jaesun/distilbert-base-uncased-finetuned-cola,tweet_eval/hate,jaesun/distilbert-base-uncased-finetuned-cola,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,618.5290687084198,0.751,True,,TransferGraph,,,,,,
126,connectivity/cola_6ep_ft-22,tweet_eval/hate,connectivity/cola_6ep_ft-22,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1371.059730052948,0.781,True,,TransferGraph,,,,,,
127,Anthos23/FS-distilroberta-fine-tuned,tweet_eval/hate,Anthos23/FS-distilroberta-fine-tuned,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,631.420253276825,0.771,True,,TransferGraph,,,,,,
128,pietrotrope/emotion_final,tweet_eval/hate,pietrotrope/emotion_final,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,858.1636536121368,0.769,True,,TransferGraph,,,,,,
129,robertou2/roberta-base-bne-finetuned-amazon_reviews_multi,tweet_eval/hate,robertou2/roberta-base-bne-finetuned-amazon_reviews_multi,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1309.2513680458069,0.75,True,,TransferGraph,,,,,,
130,amyma21/sincere_question_classification,tweet_eval/hate,amyma21/sincere_question_classification,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1433.8554797172546,0.775,True,,TransferGraph,,,,,,
131,milyiyo/selectra-small-finetuned-amazon-review,tweet_eval/hate,milyiyo/selectra-small-finetuned-amazon-review,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,385.5967228412628,0.682,True,,TransferGraph,,,,,,
132,JNK789/distilbert-base-uncased-finetuned-tweets-emoji-dataset,tweet_eval/hate,JNK789/distilbert-base-uncased-finetuned-tweets-emoji-dataset,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,615.9895069599152,0.573,True,,TransferGraph,,,,,,
133,neibla/distilbert-base-uncased-finetuned-emotion,tweet_eval/hate,neibla/distilbert-base-uncased-finetuned-emotion,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1398.977368593216,0.765,True,,TransferGraph,,,,,,
134,aviator-neural/bert-base-uncased-sst2,tweet_eval/hate,aviator-neural/bert-base-uncased-sst2,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1172.92262840271,0.775,True,,TransferGraph,,,,,,
135,Jeevesh8/bert_ft_qqp-40,tweet_eval/hate,Jeevesh8/bert_ft_qqp-40,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1184.0893721580503,0.793,True,,TransferGraph,,,,,,
136,aXhyra/demo_sentiment_31415,tweet_eval/hate,aXhyra/demo_sentiment_31415,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,624.5455365180969,0.774,True,,TransferGraph,,,,,,
137,liangyuant/distilbert-base-uncased-finetuned-num200-450-405cls,tweet_eval/hate,liangyuant/distilbert-base-uncased-finetuned-num200-450-405cls,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,713.0364587306976,0.78,True,,TransferGraph,,,,,,
138,Jeevesh8/bert_ft_qqp-88,tweet_eval/hate,Jeevesh8/bert_ft_qqp-88,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1190.013480901718,0.803,True,,TransferGraph,,,,,,
139,aXhyra/presentation_sentiment_1234567,tweet_eval/hate,aXhyra/presentation_sentiment_1234567,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,865.4463827610016,0.763,True,,TransferGraph,,,,,,
140,usami/distilbert-base-uncased-finetuned-cola,tweet_eval/hate,usami/distilbert-base-uncased-finetuned-cola,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1425.566302537918,0.75,True,,TransferGraph,,,,,,
141,Jeevesh8/512seq_len_6ep_bert_ft_cola-91,tweet_eval/hate,Jeevesh8/512seq_len_6ep_bert_ft_cola-91,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1389.3436460494995,0.768,True,,TransferGraph,,,,,,
142,vinai/bertweet-base,tweet_eval/hate,vinai/bertweet-base,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,320.3272078037262,0.797,True,,TransferGraph,,,,,,
143,Giyaseddin/distilroberta-base-finetuned-short-answer-assessment,tweet_eval/hate,Giyaseddin/distilroberta-base-finetuned-short-answer-assessment,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,851.4808113574982,0.779,True,,TransferGraph,,,,,,
144,Recognai/bert-base-spanish-wwm-cased-xnli,tweet_eval/hate,Recognai/bert-base-spanish-wwm-cased-xnli,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1396.170930147171,0.711,True,,TransferGraph,,,,,,
145,aXhyra/emotion_trained_31415,tweet_eval/hate,aXhyra/emotion_trained_31415,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,719.815714597702,0.762,True,,TransferGraph,,,,,,
146,markt23917/finetuning-sentiment-model-3000-samples,tweet_eval/hate,markt23917/finetuning-sentiment-model-3000-samples,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1468.18727850914,0.756,True,,TransferGraph,,,,,,
147,Jeevesh8/6ep_bert_ft_cola-47,tweet_eval/hate,Jeevesh8/6ep_bert_ft_cola-47,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1369.214545726776,0.779,True,,TransferGraph,,,,,,
148,DoyyingFace/bert-asian-hate-tweets-asian-unclean-freeze-4,tweet_eval/hate,DoyyingFace/bert-asian-hate-tweets-asian-unclean-freeze-4,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1188.0909163951874,0.791,True,,TransferGraph,,,,,,
149,connectivity/cola_6ep_ft-10,tweet_eval/hate,connectivity/cola_6ep_ft-10,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1186.7229807376862,0.787,True,,TransferGraph,,,,,,
150,viviastaari/finetuning-sentiment-analysis-en-id,tweet_eval/hate,viviastaari/finetuning-sentiment-analysis-en-id,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,657.5331845283508,0.734,True,,TransferGraph,,,,,,
151,JB173/distilbert-base-uncased-finetuned-emotion,tweet_eval/hate,JB173/distilbert-base-uncased-finetuned-emotion,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,881.992799282074,0.774,True,,TransferGraph,,,,,,
152,connectivity/bert_ft_qqp-25,tweet_eval/hate,connectivity/bert_ft_qqp-25,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1182.9411537647247,0.789,True,,TransferGraph,,,,,,
153,Alassea/glue_sst_classifier,tweet_eval/hate,Alassea/glue_sst_classifier,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,353.7799825668335,0.777,True,,TransferGraph,,,,,,
154,Jeevesh8/bert_ft_qqp-55,tweet_eval/hate,Jeevesh8/bert_ft_qqp-55,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1179.6770906448364,0.783,True,,TransferGraph,,,,,,
155,Jeevesh8/6ep_bert_ft_cola-29,tweet_eval/hate,Jeevesh8/6ep_bert_ft_cola-29,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1174.057086467743,0.774,True,,TransferGraph,,,,,,
156,distilbert-base-uncased,tweet_eval/hate,distilbert-base-uncased,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,873.5891582965851,0.769,True,,TransferGraph,,,,,,
157,aXhyra/presentation_emotion_31415,tweet_eval/hate,aXhyra/presentation_emotion_31415,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1420.161592721939,0.771,True,,TransferGraph,,,,,,
158,juliensimon/autonlp-imdb-demo-hf-16622767,tweet_eval/hate,juliensimon/autonlp-imdb-demo-hf-16622767,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,721.5290937423706,0.759,True,,TransferGraph,,,,,,
159,Aureliano/distilbert-base-uncased-if,tweet_eval/hate,Aureliano/distilbert-base-uncased-if,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,853.251368522644,0.763,True,,TransferGraph,,,,,,
160,Nanatan/distilbert-base-uncased-finetuned-emotion,tweet_eval/hate,Nanatan/distilbert-base-uncased-finetuned-emotion,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,863.9521038532257,0.764,True,,TransferGraph,,,,,,
161,albert-base-v2,tweet_eval/hate,albert-base-v2,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1320.1946392059326,0.732,True,,TransferGraph,,,,,,
162,bert-base-cased,tweet_eval/hate,bert-base-cased,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1371.4821338653564,0.765,True,,TransferGraph,,,,,,
163,rmihaylov/roberta-base-sentiment-bg,tweet_eval/hate,rmihaylov/roberta-base-sentiment-bg,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1429.0544047355652,0.73,True,,TransferGraph,,,,,,
164,Hate-speech-CNERG/bert-base-uncased-hatexplain-rationale-two,tweet_eval/hate,Hate-speech-CNERG/bert-base-uncased-hatexplain-rationale-two,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1182.1762857437134,0.774,True,,TransferGraph,,,,,,
165,korca/bae-roberta-base-boolq,tweet_eval/hate,korca/bae-roberta-base-boolq,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1183.5295913219452,0.779,True,,TransferGraph,,,,,,
166,matthewburke/korean_sentiment,tweet_eval/hate,matthewburke/korean_sentiment,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1192.1982576847076,0.715,True,,TransferGraph,,,,,,
167,Jeevesh8/bert_ft_qqp-39,tweet_eval/hate,Jeevesh8/bert_ft_qqp-39,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1388.9738352298737,0.777,True,,TransferGraph,,,,,,
168,aychang/bert-base-cased-trec-coarse,tweet_eval/hate,aychang/bert-base-cased-trec-coarse,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1180.7058947086334,0.774,True,,TransferGraph,,,,,,
169,IMSyPP/hate_speech_nl,tweet_eval/hate,IMSyPP/hate_speech_nl,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1354.2539718151093,0.685,True,,TransferGraph,,,,,,
170,nurkayevaa/autonlp-bert-covid-407910458,tweet_eval/sentiment,nurkayevaa/autonlp-bert-covid-407910458,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,420.8606951236725,0.738,True,,TransferGraph,,,,,,
171,SetFit/distilbert-base-uncased__sst2__train-16-0,tweet_eval/sentiment,SetFit/distilbert-base-uncased__sst2__train-16-0,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,453.4832758903504,0.74,True,,TransferGraph,,,,,,
172,PrasunMishra/finetuning-sentiment-model-3000-samples,tweet_eval/sentiment,PrasunMishra/finetuning-sentiment-model-3000-samples,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,539.293009519577,0.737,True,,TransferGraph,,,,,,
173,SetFit/distilbert-base-uncased__hate_speech_offensive__train-16-1,tweet_eval/sentiment,SetFit/distilbert-base-uncased__hate_speech_offensive__train-16-1,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,481.0101406574249,0.729,True,,TransferGraph,,,,,,
174,abdelkader/distilbert-base-uncased-finetuned-emotion,tweet_eval/sentiment,abdelkader/distilbert-base-uncased-finetuned-emotion,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,522.6557493209839,0.7285,True,,TransferGraph,,,,,,
175,cointegrated/roberta-base-formality,tweet_eval/hate,cointegrated/roberta-base-formality,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1173.4385011196136,0.775,True,,TransferGraph,,,,,,
176,XSY/albert-base-v2-imdb-calssification,tweet_eval/hate,XSY/albert-base-v2-imdb-calssification,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1316.0548164844513,0.734,True,,TransferGraph,,,,,,
177,philschmid/tiny-distilbert-classification,glue/sst2,philschmid/tiny-distilbert-classification,sst2,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,glue,181.20787239074707,0.5091743119266054,True,,TransferGraph,,,,,,
178,yukta10/finetuning-sentiment-model-3000-samples,tweet_eval/sentiment,yukta10/finetuning-sentiment-model-3000-samples,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,453.2513108253479,0.7255,True,,TransferGraph,,,,,,
179,gchhablani/bert-base-cased-finetuned-wnli,tweet_eval/hate,gchhablani/bert-base-cased-finetuned-wnli,hate,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1172.4949297904968,0.769,True,,TransferGraph,,,,,,
180,ali2066/finetuned_sentence_itr1_2e-05_all_26_02_2022-04_03_26,glue/sst2,ali2066/finetuned_sentence_itr1_2e-05_all_26_02_2022-04_03_26,sst2,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,glue,553.8840386867523,0.9036697247706422,True,,TransferGraph,,,,,,
181,Jeevesh8/init_bert_ft_qqp-49,tweet_eval/sentiment,Jeevesh8/init_bert_ft_qqp-49,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,765.3343918323517,0.734,True,,TransferGraph,,,,,,
182,Capreolus/bert-base-msmarco,tweet_eval/sentiment,Capreolus/bert-base-msmarco,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,967.3282573223114,0.737,True,,TransferGraph,,,,,,
183,vaariis/distilbert-base-uncased-finetuned-emotion,glue/sst2,vaariis/distilbert-base-uncased-finetuned-emotion,sst2,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,glue,586.5111010074615,0.9025229357798163,True,,TransferGraph,,,,,,
184,Jeevesh8/feather_berts_46,tweet_eval/sentiment,Jeevesh8/feather_berts_46,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,757.0230078697205,0.742,True,,TransferGraph,,,,,,
185,connectivity/cola_6ep_ft-22,tweet_eval/sentiment,connectivity/cola_6ep_ft-22,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,752.3736507892609,0.741,True,,TransferGraph,,,,,,
186,Splend1dchan/bert-base-uncased-slue-goldtrascription-e3-lr1e-4,tweet_eval/sentiment,Splend1dchan/bert-base-uncased-slue-goldtrascription-e3-lr1e-4,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1022.55691075325,0.7345,True,,TransferGraph,,,,,,
187,heranm/finetuning-sentiment-model-3000-samples,glue/sst2,heranm/finetuning-sentiment-model-3000-samples,sst2,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,glue,650.7431359291077,0.904816513761468,True,,TransferGraph,,,,,,
188,marcelcastrobr/sagemaker-distilbert-emotion,glue/sst2,marcelcastrobr/sagemaker-distilbert-emotion,sst2,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,glue,660.5149326324463,0.893348623853211,True,,TransferGraph,,,,,,
189,gchhablani/fnet-base-finetuned-sst2,tweet_eval/sentiment,gchhablani/fnet-base-finetuned-sst2,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1252.0711987018583,0.7045,True,,TransferGraph,,,,,,
190,riyadhctg/distilbert-base-uncased-finetuned-cola,glue/sst2,riyadhctg/distilbert-base-uncased-finetuned-cola,sst2,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,glue,555.0162079334259,0.9059633027522936,True,,TransferGraph,,,,,,
191,jasonyim2/distilbert-base-uncased-finetuned-emotion,glue/sst2,jasonyim2/distilbert-base-uncased-finetuned-emotion,sst2,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,glue,690.9752631187439,0.9025229357798163,True,,TransferGraph,,,,,,
192,dapang/distilroberta-base-mic-sym,glue/sst2,dapang/distilroberta-base-mic-sym,sst2,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,glue,647.851184129715,0.9254587155963304,True,,TransferGraph,,,,,,
193,nurkayevaa/autonlp-bert-covid-407910458,glue/sst2,nurkayevaa/autonlp-bert-covid-407910458,sst2,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,glue,546.9326548576355,0.8944954128440367,True,,TransferGraph,,,,,,
194,PrasunMishra/finetuning-sentiment-model-3000-samples,glue/sst2,PrasunMishra/finetuning-sentiment-model-3000-samples,sst2,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,glue,705.3664319515228,0.9094036697247706,True,,TransferGraph,,,,,,
